"Reviewed","Exported","Document type","Date added","Date issued","Vendor","Currency","Total","Tax","GST","HST","PST","QST","Other","Sales Tax","Tip","Type","Tax category","Classification","Sub-classification","Description","Pay method","Pay account","Card type","Card number","Comment"
"No","No","Receipt","8/27/2025 10:13 PM","12/13/2019","Plenty of Liquor","CAD","200.44","9.06","9.06","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/22/2019","Plenty of Liquor","CAD","99.34","4.64","4.64","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:14 PM","12/30/2019","Plenty of Liquor","CAD","67.88","3.16","3.16","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:14 PM","12/31/2019","Plenty of Liquor","CAD","795.21","36.48","36.48","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/28/2025 11:25 AM","10/18/2019","Plenty of Liquor","CAD","178.52","8.26","8.26","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/28/2025 11:25 AM","10/3/2019","Liquor Barn","CAD","172.89","8.23","8.23","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","3265",""
"Yes","No","Receipt","8/28/2025 11:25 AM","10/23/2019","STAPLES","CAD","10.80","0.51","0.51","0.00","0.00","0.00","0.00","","0.00","","","Office Supplies","","","Debit","","","3265",""
"Yes","No","Receipt","8/28/2025 11:25 AM","10/24/2019","Plenty of Liquor","CAD","288.11","13.30","13.30","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","12/21/2019","Plenty of Liquor","CAD","255.49","11.62","11.62","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/28/2025 11:25 AM","10/29/2019","Fas Gas Red Deer","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 11:25 AM","10/25/2019","Run'n On Empty 50Ave","CAD","56.95","2.71","2.71","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-23,57.025 lt"
"Yes","No","Receipt","8/28/2025 11:26 AM","10/29/2019","Fas Gas Red Deer","CAD","87.00","4.14","4.14","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/31/2019","Plenty of Liquor","CAD","306.04","13.96","13.96","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/30/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/30/2019","Fas Gas Red Deer","CAD","40.00","1.90","1.90","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/24/2019","Plenty of Liquor","CAD","75.40","3.54","3.54","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/29/2019","Fas Gas Red Deer","CAD","141.00","6.71","6.71","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-11,127.147lt"
"Yes","No","Receipt","8/28/2025 11:26 AM","10/3/2019","SHELL CANADA PRODUCTS","CAD","25.00","1.19","1.19","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Debit","","","9613",""
"Yes","No","Receipt","8/28/2025 11:26 AM","10/29/2019","Run'n On Empty 50Ave","CAD","34.00","1.62","1.62","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","","L-3,34.040 lt"
"No","No","Receipt","8/28/2025 11:26 AM","10/11/2019","Liquor 7 Red Deer","CAD","253.25","12.06","12.06","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","3265",""
"Yes","No","Receipt","8/28/2025 11:25 AM","10/27/2019","Run'n On Empty 50Ave","CAD","11.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Vehicle M/R","Wash","","Cash","","","","L-3,"
"Yes","No","Receipt","8/28/2025 10:58 PM","8/11/2019","Fas Gas Westpark 4305 55th Street Red Deer AB","CAD","74.40","3.54","3.54","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/22/2019","Plenty of Liquor","CAD","78.43","3.55","3.55","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/22/2019","Plenty of Liquor","CAD","287.57","13.22","13.22","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","9/13/2019","Plenty of Liquor","CAD","116.06","5.29","5.29","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","1/13/2019","Plenty of Liquor","CAD","119.81","5.42","5.42","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","3/13/2019","Plenty of Liquor","CAD","116.52","5.25","5.25","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","9/13/2019","Plenty of Liquor","CAD","78.66","3.55","3.55","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","9/13/2019","Plenty of Liquor","CAD","177.46","8.04","8.04","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","9/13/2019","Plenty of Liquor","CAD","150.59","6.89","6.89","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","9/13/2019","Plenty of Liquor","CAD","110.01","5.05","5.05","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","9/7/2019","Plenty of Liquor","CAD","43.59","2.04","2.04","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","9/7/2019","Liquor Depot","CAD","44.06","1.50","1.50","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","8547",""
"Yes","No","Receipt","8/27/2025 10:13 PM","8/31/2019","Circle K","CAD","3.90","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","","ICE"
"Yes","No","Receipt","8/27/2025 10:13 PM","11/18/2019","Plenty of Liquor","CAD","201.28","9.15","9.15","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/7/2019","ACE Liquor ","CAD","43.34","1.95","1.95","0.00","0.00","0.00","0.00","","0.00","","Deductible","Business expense","Client Beverage","","Card","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/22/2019","Plenty of Liquor","CAD","74.17","3.53","3.53","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/6/2019","Plenty of Liquor","CAD","122.38","5.69","5.69","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","12/6/2019","Plenty of Liquor","CAD","915.92","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","12/30/2019","Plenty of Liquor","CAD","878.23","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/15/2019","Plenty of Liquor","CAD","278.21","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/18/2019","OLYMPIA 46TH AVE","CAD","100.00","1.85","1.85","0.00","0.00","0.00","0.00","","0.00","","Deductible","Business expense","Client Beverage","","Cash","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/23/2019","CURVY BOTTLE LIQUOR STORE","CAD","105.95","4.91","4.91","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","MASTERCARD","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","12/30/2019","Plenty of Liquor","CAD","70.51","3.23","3.23","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","11/22/2019","Plenty of Liquor","CAD","300.20","14.16","14.16","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","1/22/2019","Plenty of Liquor","CAD","365.01","16.97","16.97","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Debit","","","",""
"Yes","No","Receipt","8/27/2025 10:13 PM","12/9/2019","Plenty of Liquor","CAD","915.92","42.31","42.31","0.00","0.00","0.00","0.00","","0.00","","","Business expense","Client Beverage","","Card","","","",""
"No","No","Receipt","9/10/2025 7:08 PM","9/12/2019","Burnt Lake Store","CAD","20.00","0.39","0.39","0.00","0.00","0.00","0.00","","0.00","","","Fuel","","","Cash","","","",""
